airline_sentiment	airline	text
negative	US Airways	@USAirways flight 413 my carryon is missing.stollen off plane or left at gate. Worst customer service. Doesn't seem to be anyone's concern.
negative	US Airways	@USAirways how about checking the plane before having everyone board the plane? #pissed
neutral	US Airways	@USAirways Used 2 get emails 1) pre-purchase a snack and 2) when time to check in. Got neither 4 tomorrow's trip. Do they not get sent now?
negative	US Airways	@USAirways link didn't work via Mobil.
negative	US Airways	@USAirways Wishing we had our luggage. 2 days now. Had to pay our way from St Thomas to San Juan. Spent extra $$$ because of this mess up.
neutral	US Airways	"@USAirways I'm not a frequent flyer with US airways, I'm qantas? Can I still get notifications? Thank you"
negative	US Airways	@USAirways How do I get through?
negative	US Airways	@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck
neutral	US Airways	@USAirways any chance of a travel advisory or DCA this weekend?
positive	US Airways	@USAirways Yes thank you. Appreciate u checking...
negative	US Airways	@USAirways why I can't book a flight to PRN through your website?
negative	US Airways	@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab
neutral	US Airways	"@USAirways Yes, it was Sunday."
negative	US Airways	@USAirways since when does a maintenance problem and missing flight crew equal delayed due to weather? I'm confused since we had sunny skies
negative	US Airways	@USAirways I keep calling your help line (800) 428-4322 and it keeps saying they are too busy to help &amp; to call back Late Flightr. FOR A WEEK NOW!
negative	US Airways	@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?
negative	US Airways	"@USAirways more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing."
positive	US Airways	"@USAirways I'm enjoying my flights so far! You're doing a great job. Today's been tough, so thanks for making my flights comfortable."
negative	US Airways	@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX
neutral	US Airways	@USAirways That's not the question. Question is: how do I get past the computer fastest if we both know that the computer can't help me?
neutral	US Airways	@USAirways if I have Dividend Miles credit card &amp; I used it to book my flight is one bag free?
negative	US Airways	@USAirways have checked all day.  CHO needs added.  Please evaluate.
neutral	US Airways	@USAirways hi there I am flying MYR-CLT-ORD tomorrow is weather looking ok or problematic?
neutral	US Airways	@USAirways can u tell me if 5238 from clt to Jan has gotten out of the gate yet?  I will have a tight connection out of clt to mco.
neutral	US Airways	@USAirways Please hold US1765 for me. Need to get home tonight before weather. Almost there.
neutral	US Airways	@USAirways followed!
positive	US Airways	@USAirways Shavon at customer service desk in Charlotte was fantastic! So helpful and smiling evn after what sounds like long day.Reward her
neutral	US Airways	@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.
negative	US Airways	@USAirways another squashed flight. Having to share my seat with another passenger is not@my idea of quality travel
negative	US Airways	@nrhodes85: look! Another apology. DO NOT FLY @USAirways
negative	US Airways	@USAirways it's painful being on hold to you!! Really 25 minutes to change a flight!! http://t.co/ocqk0JFXuA
negative	US Airways	"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail"
neutral	US Airways	@USAirways will shall see in the next couple of minutes.
negative	US Airways	"@USAirways right, can you use a shuttle ticket from LGA to BOS for any shuttle flight? Probably gonna miss the 4pm."
negative	US Airways	"@USAirways I did, but i need to get a human being. What's the fastest way to achieve this? All I get is a computer."
positive	US Airways	@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.
negative	US Airways	"@USAirways Batting 1.000! Four flights in a month, all four delayed!"
neutral	US Airways	"@USAirways sure, just DM'ed you."
negative	US Airways	"@USAirways &amp; also that I was told no comps, upgrades, etc. ReFlight Booking Problems is good enough. #usairwaysfail"
negative	US Airways	"@USAirways I was... 4 tomorrow. I missed my meeting today, &amp; it was pointless 2 pay hotel today when the purpose of my trip has been screwed"
negative	US Airways	@USAirways Merging AA and DividendMiles yield an error. What are the _exact_ steps to navigate the phone menu? All I get is a computer.
negative	US Airways	@USAirways #2066. Was on plane from PBI to CLT and knew about the frozen water. Also saw a plane to NYC take off at the gate next door!
negative	US Airways	"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?"
positive	US Airways	@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.
neutral	US Airways	@USAirways I am just trying to establish what your policy is. Thanks!
negative	US Airways	"@USAirways fight was delayed 3 hrs in MCO, now I'm stuck in Philly with a standby ticket, flight 4009. Solution needed."
neutral	US Airways	@USAirways sure did. I have carried this bag on numerous times on the same style plane. Planning accordingly apparently accounts for nothing
negative	US Airways	@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU
negative	US Airways	@USAirways I've tried calling 3 times the past 3 days and I keep getting told to call back. SOMEONE PLEASE HELP ME
negative	US Airways	@USAirways gate agent in CLT forced me to check bag in z1 &amp; proceeded to allow larger bags. Huge inconvenience to travel plans.
neutral	US Airways	@USAirways it's vegas baby who doesn't have a good time in vegas lol
neutral	US Airways	@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn
negative	US Airways	"@USAirways worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in BOS"
negative	US Airways	"@USAirways see? No response? Obviously you think this ""service"" is acceptable. #customerservicefail"
negative	US Airways	"“@USAirways: We're sincerely sorry, Sean. Reservations is working hard to answer everyone's call and we appreciate your patience.” #false"
neutral	US Airways	@USAirways absolutely
negative	US Airways	@USAirways It wasn't weather this morning.  AWE1701 diverted back to BOS due to mechanical issues.  So far lost one of 3 days :(
negative	US Airways	@USAirways I have been in contact with 3 people and still no answers. You keep sending me to @Expedia and they keep sending me to you!
negative	US Airways	@USAirways @AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers
negative	US Airways	@USAirways how do I get you to stop sending me emails about my ex boyfriends account? I don't care how many points he has! He only has
negative	US Airways	@USAirways we have seats.  on phone Iwas  told I was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?
negative	US Airways	@USAirways waiting for bags now over 25min in Phl bag claim!
positive	US Airways	@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.
negative	US Airways	@USAirways flight is already over. I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking
negative	US Airways	@USAirways Call volumes are high so the best answer is to hang up on me?
positive	US Airways	@USAirways i got through and am able to switch my flight with no charge. Thank you
neutral	US Airways	@USAirways will you please start offering more routes out of @triflight to more locations instead of just charlotte and atlanta
positive	US Airways	"@USAirways Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas"
neutral	US Airways	@USAirways oh they saw it and said nothing.
negative	US Airways	@USAirways yes but lost a whole day.  Frustrating!!  #poor customer service
negative	US Airways	@USAirways Saddens me that my first tweet - ever - has to be a complaint about customer service.
